,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,view_history,response,filename,task,label,img_id
880,survey-html-form,28,770019,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,38713.69999998808,,"{""classSelect"":""mostProbDog"",""prob"":""75"",""classSelect2"":""secondProbDeer"",""prob2"":""20"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1""}",cifar10_train_8637_Deer.png,spec_conf,Deer,8637.0
881,survey-html-form,29,798204,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,28182.900000035763,,"{""classSelect"":""mostProbFrog"",""prob"":""75"",""classSelect2"":""secondProbBird"",""prob2"":""10"",""improbClassSelectDeer"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectHorse"":""1""}",cifar10_train_2310_Frog.png,spec_conf,Frog,2310.0
882,survey-html-form,30,817348,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,19140.400000035763,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbTruck"",""prob2"":""5"",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectHorse"":""1""}",cifar10_train_9626_Automobile.png,spec_conf,Automobile,9626.0
883,survey-html-form,31,848457,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,31109.0,,"{""classSelect"":""mostProbCat"",""prob"":""50"",""classSelect2"":""secondProbDog"",""prob2"":""25"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1""}",cifar10_train_6502_Frog.png,rerun_spec_conf,Frog,6502.0
884,survey-html-form,32,877245,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,28784.60000002384,,"{""classSelect"":""mostProbDeer"",""prob"":""100"",""classSelect2"":""secondProbHorse"",""prob2"":""5"",""improbClassSelectCat"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_7084_Deer.png,rerun_spec_conf,Deer,7084.0
885,survey-text,33,997774,onsl2fo327pf1s0,62b86efd83adc4c5f25f2a50,21,120518.39999997616,,"{""Q0"":""10"",""Q1"":""5"",""Q2"":""i just tried to picture what was in the pictures shown"",""Q3"":""no"",""Q4"":""i tried imagine what the animal was if the picture was clear"",""Q5"":""everything was good in the study i enjoyed taking it""}",,,,
886,pavlovia,0,1470,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,,,,,,,
887,external-html,1,24585,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,22991.10000002384,,,,,,
888,instructions,2,142705,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,118119.20000004768,"[{""page_index"":0,""viewing_time"":12456.899999976158},{""page_index"":1,""viewing_time"":17667.900000095367},{""page_index"":2,""viewing_time"":14277.699999928474},{""page_index"":3,""viewing_time"":13910.800000071526},{""page_index"":4,""viewing_time"":23115.799999952316},{""page_index"":5,""viewing_time"":14094.899999976158},{""page_index"":6,""viewing_time"":5132.300000071526},{""page_index"":7,""viewing_time"":13485.699999928474},{""page_index"":8,""viewing_time"":3976.3000000715256}]",,,,,
889,survey-multi-choice,3,155763,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,13056.199999928474,,"{""Q0"":""The most likely category, or categories, of an image and the associated probability of the selected categories."",""Q1"":""100 crowdsourced workers.""}",,,,
890,instructions,4,159861,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,4092.799999952316,"[{""page_index"":0,""viewing_time"":4092.5}]",,,,,
891,preload,5,161508,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,,,,,,,
892,survey-html-form,6,236226,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,74713.39999997616,,"{""classSelect"":""mostProbTruck"",""prob"":""90"",""classSelect2"":""secondProbAutomobile"",""prob2"":""10"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_5488_Truck.png,spec_conf,Truck,5488.0
893,survey-html-form,7,289629,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,53398.89999997616,,"{""classSelect"":""mostProbDeer"",""prob"":""90"",""classSelect2"":""secondProbHorse"",""prob2"":""10"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5239_Deer.png,spec_conf,Deer,5239.0
894,survey-html-form,8,327287,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,37653.70000004768,,"{""classSelect"":""mostProbShip"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_665_Ship.png,spec_conf,Ship,665.0
895,survey-html-form,9,361777,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,34486.89999997616,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_6151_Horse.png,spec_conf,Horse,6151.0
896,survey-html-form,10,394400,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,32619.5,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_3500_Automobile.png,spec_conf,Automobile,3500.0
897,survey-html-form,11,457791,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,63387.20000004768,,"{""classSelect"":""mostProbFrog"",""prob"":""70"",""classSelect2"":""secondProbCat"",""prob2"":""30"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2299_Frog.png,spec_conf,Frog,2299.0
898,survey-html-form,12,501711,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,43916.70000004768,,"{""classSelect"":""mostProbAirplane"",""prob"":""95"",""classSelect2"":""secondProbShip"",""prob2"":""5"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_6712_Airplane.png,spec_conf,Airplane,6712.0
899,survey-html-form,13,536104,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,34389.09999990463,,"{""classSelect"":""mostProbFrog"",""prob"":""80"",""classSelect2"":""secondProbCat"",""prob2"":""20"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2338_Frog.png,spec_conf,Frog,2338.0
900,survey-html-form,14,582784,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,46675.800000071526,,"{""classSelect"":""mostProbCat"",""prob"":""60"",""classSelect2"":""secondProbFrog"",""prob2"":""40"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_861_Frog.png,spec_conf,Frog,861.0
901,survey-html-form,15,612925,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,30137.10000002384,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_6770_Automobile.png,spec_conf,Automobile,6770.0
902,survey-html-form,16,642014,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,29085.0,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_8543_Airplane.png,spec_conf,Airplane,8543.0
903,survey-html-form,17,687159,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,45142.29999995232,,"{""classSelect"":""mostProbHorse"",""prob"":""75"",""classSelect2"":""secondProbDeer"",""prob2"":""25"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_7906_Bird.png,spec_conf,Bird,7906.0
904,survey-html-form,18,737709,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,50546.60000002384,,"{""classSelect"":""mostProbFrog"",""prob"":""80"",""classSelect2"":""secondProbDog"",""prob2"":""20"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_3556_Frog.png,spec_conf,Frog,3556.0
905,survey-html-form,19,768363,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,30650.200000047684,,"{""classSelect"":""mostProbDeer"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_9701_Deer.png,spec_conf,Deer,9701.0
906,survey-html-form,20,803337,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,34970.39999997616,,"{""classSelect"":""mostProbAirplane"",""prob"":""70"",""classSelect2"":""secondProbShip"",""prob2"":""30"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_4784_Airplane.png,spec_conf,Airplane,4784.0
907,survey-html-form,21,837471,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,34130.300000071526,,"{""classSelect"":""mostProbCat"",""prob"":""85"",""classSelect2"":""secondProbDog"",""prob2"":""15"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_9967_Cat.png,spec_conf,Cat,9967.0
908,survey-html-form,22,939842,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,102366.70000004768,,"{""classSelect"":""mostProbBird"",""prob"":""50"",""classSelect2"":""secondProbTruck"",""prob2"":""50"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_3357_Ship.png,spec_conf,Ship,3357.0
909,survey-html-form,23,968607,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,28761.5,,"{""classSelect"":""mostProbCat"",""prob"":""95"",""classSelect2"":""secondProbDog"",""prob2"":""5"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_3390_Cat.png,spec_conf,Cat,3390.0
910,survey-html-form,24,1006351,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,37740.0,,"{""classSelect"":""mostProbFrog"",""prob"":""90"",""classSelect2"":""secondProbDog"",""prob2"":""10"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_6826_Frog.png,spec_conf,Frog,6826.0
911,survey-html-form,25,1049695,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,43339.69999992848,,"{""classSelect"":""mostProbDeer"",""prob"":""70"",""classSelect2"":""secondProbBird"",""prob2"":""30"",""improbClassSelectTruck"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1""}",cifar10_train_3238_Frog.png,spec_conf,Frog,3238.0
912,survey-html-form,26,1081192,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,31494.099999904636,,"{""classSelect"":""mostProbHorse"",""prob"":""80"",""classSelect2"":""secondProbDeer"",""prob2"":""20"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_8943_Horse.png,spec_conf,Horse,8943.0
913,survey-html-form,27,1135781,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,54584.5,,"{""classSelect"":""mostProbBird"",""prob"":""80"",""classSelect2"":""secondProbAutomobile"",""prob2"":""20"",""improbClassSelectTruck"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_8610_Bird.png,spec_conf,Bird,8610.0
914,survey-html-form,28,1165254,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,29469.39999997616,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_7022_Bird.png,spec_conf,Bird,7022.0
915,survey-html-form,29,1197337,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,32079.89999997616,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_240_Automobile.png,spec_conf,Automobile,240.0
916,survey-html-form,30,1226381,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,29040.80000007153,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_5844_Airplane.png,spec_conf,Airplane,5844.0
917,survey-html-form,31,1260596,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,34210.79999995232,,"{""classSelect"":""mostProbFrog"",""prob"":""80"",""classSelect2"":""secondProbCat"",""prob2"":""20"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_2299_Frog.png,rerun_spec_conf,Frog,2299.0
918,survey-html-form,32,1290077,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,29477.700000047684,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectTruck"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectDeer"":""1""}",cifar10_train_8543_Airplane.png,rerun_spec_conf,Airplane,8543.0
919,survey-text,33,1397448,3bkytp5tzdoq206,62bcd9c5252778ec6c023802,3,107361.89999997616,,"{""Q0"":""10"",""Q1"":""7"",""Q2"":""yes-to see what it most looked like"",""Q3"":""no"",""Q4"":""I considered how blurry it was, and the surroundings."",""Q5"":""Really, very interesting. Thank you.""}",,,,
920,pavlovia,0,1382,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,,,,,,,
921,external-html,1,11888,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,10369.199999809263,,,,,,
922,instructions,2,125037,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,113148.0,"[{""page_index"":0,""viewing_time"":13015.79999923706},{""page_index"":1,""viewing_time"":5322.10000038147},{""page_index"":2,""viewing_time"":14259.60000038147},{""page_index"":3,""viewing_time"":11820.099999427795},{""page_index"":4,""viewing_time"":3859.9000005722046},{""page_index"":5,""viewing_time"":4439.89999961853},{""page_index"":6,""viewing_time"":2612.5},{""page_index"":7,""viewing_time"":54509.60000038147},{""page_index"":8,""viewing_time"":3307.8999996185303}]",,,,,
923,survey-multi-choice,3,141674,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,16633.0,,"{""Q0"":""The most likely category, or categories, of an image and the associated probability of the selected categories."",""Q1"":""100 crowdsourced workers.""}",,,,
924,instructions,4,143269,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,1593.4000005722046,"[{""page_index"":0,""viewing_time"":1593.1000003814697}]",,,,,
925,preload,5,161693,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,,,,,,,
926,survey-html-form,6,212488,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,50786.89999961853,,"{""classSelect"":""mostProbDog"",""prob"":""80"",""classSelect2"":""secondProbDeer"",""prob2"":""15"",""improbClassSelectCat"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_346_Deer.png,spec_conf,Deer,346.0
927,survey-html-form,7,266818,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,54325.79999923706,,"{""classSelect"":""mostProbHorse"",""prob"":""90"",""classSelect2"":""secondProbDeer"",""prob2"":""10"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_3697_Deer.png,spec_conf,Deer,3697.0
928,survey-html-form,8,314831,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,48009.20000076294,,"{""classSelect"":""mostProbDog"",""prob"":""40"",""classSelect2"":""secondProbHorse"",""prob2"":""30"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_9353_Dog.png,spec_conf,Dog,9353.0
929,survey-html-form,9,393194,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,78355.10000038147,,"{""classSelect"":""mostProbAirplane"",""prob"":""99"",""classSelect2"":""secondProbNo"",""prob2"":""0"",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5857_Airplane.png,spec_conf,Airplane,5857.0
930,survey-html-form,10,432848,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,39650.69999980927,,"{""classSelect"":""mostProbDeer"",""prob"":""90"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_8861_Deer.png,spec_conf,Deer,8861.0
931,survey-html-form,11,449157,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,16303.800000190737,,"{""classSelect"":""mostProbBird"",""prob"":""99"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_2082_Bird.png,spec_conf,Bird,2082.0
932,survey-html-form,12,470216,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,21057.099999427795,,"{""classSelect"":""mostProbBird"",""prob"":""99"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_3319_Bird.png,spec_conf,Bird,3319.0
933,survey-html-form,13,493142,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,22923.80000019073,,"{""classSelect"":""mostProbAutomobile"",""prob"":""99"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_2634_Automobile.png,spec_conf,Automobile,2634.0
934,survey-html-form,14,523972,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,30826.099999427795,,"{""classSelect"":""mostProbFrog"",""prob"":""80"",""classSelect2"":""secondProbHorse"",""prob2"":""5"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_4772_Frog.png,spec_conf,Frog,4772.0
935,survey-html-form,15,549701,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,25724.599999427795,,"{""classSelect"":""mostProbFrog"",""prob"":""85"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_762_Frog.png,spec_conf,Frog,762.0
936,survey-html-form,16,577496,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,27791.39999961853,,"{""classSelect"":""mostProbTruck"",""prob"":""75"",""classSelect2"":""secondProbAutomobile"",""prob2"":""20"",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_5963_Truck.png,spec_conf,Truck,5963.0
937,survey-html-form,17,632974,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,55475.10000038147,,"{""classSelect"":""mostProbAirplane"",""prob"":""90"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_352_Airplane.png,spec_conf,Airplane,352.0
938,survey-html-form,18,662031,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,29054.199999809265,,"{""classSelect"":""mostProbDeer"",""prob"":""80"",""classSelect2"":""secondProbDog"",""prob2"":""15"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",cifar10_train_5030_Deer.png,spec_conf,Deer,5030.0
939,survey-html-form,19,688034,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,25999.400000572205,,"{""classSelect"":""mostProbAirplane"",""prob"":""90"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectDeer"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDog"":""1""}",cifar10_train_6854_Airplane.png,spec_conf,Airplane,6854.0
940,survey-html-form,20,720561,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,32523.80000019073,,"{""classSelect"":""mostProbShip"",""prob"":""85"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectCat"":""1"",""improbClassSelectBird"":""1""}",cifar10_train_1897_Ship.png,spec_conf,Ship,1897.0
941,survey-html-form,21,756362,6bug04wx5l14wf6,62b86efd83adc4c5f25f2a50,23,35798.5,,"{""classSelect"":""mostProbTruck"",""prob"":""20"",""classSelect2"":""secondProbAutomobile"",""prob2"":""10""}",cifar10_train_3557_Truck.png,spec_conf,Truck,3557.0
